item_code,item_description,china_or_local,lead_time_days,total_sales,avg_daily_sales,stddev_qty,safety_stock,reorder_level,maximum_level
M9000 MAROON W/BOOT 38-43,M9000 K-NEW MAROON R.BOOT,LOCAL STOCK,5,2,0.0167,0.13,1,1,1
MA019-E,"1/2""X9"" TCT TILE CHISEL",LOCAL STOCK,5,1,0.0083,0.09,1,1,1
68-SB100,100PCS MULTI-USE BIT,LOCAL STOCK,5,1,0.0083,0.09,1,1,1
67# SAMURAI METALLIC,SAMURAI SPRAY 67#,LOCAL STOCK,5,1,0.0083,0.09,1,1,1
65# SAMURAI METALLIC,SAMURAI SPRAY 65#,LOCAL STOCK,5,1,0.0083,0.09,1,1,1
64-FG200,REMAX FEELER GAUGE,LOCAL STOCK,5,2,0.0167,0.13,1,1,1
64# SAMURAI METALLIC,SAMURAI SPRAY 64#,LOCAL STOCK,5,2,0.0167,0.13,1,1,1
6339-250ML,250ML DOLPHIN 6339,LOCAL STOCK,5,2,0.0167,0.18,1,1,1
63-WS104,"4"" REMAX WALL SCRAPER",LOCAL STOCK,5,2,0.0167,0.18,1,1,1
6262,W325SN# PLATE SHELF,LOCAL STOCK,5,1,0.0083,0.09,1,1,1
60W HOT MELT GLUE GUN,BLK GLUE GUN 60W,LOCAL STOCK,5,1,0.0083,0.09,1,1,1
60V88001S,V8800-1S 80LIT BUCKET SILVER,LOCAL STOCK,5,1,0.0083,0.09,1,1,1
60V88001,V8800-1 BUCKET WITH LID 80L,LOCAL STOCK,5,1,0.0083,0.09,1,1,1
MAEE01,"1/8"" ZP FLAT WASHER",LOCAL STOCK,5,1,0.0083,0.09,1,1,1
60V83201,V8320-1 120L BUCKET W/LID,LOCAL STOCK,5,2,0.0167,0.13,1,1,1
"MAIN HOLE 8""","MAIN HOLE 8""",LOCAL STOCK,5,1,0.0083,0.09,1,1,1
MAINHOLECO1824,"18""x24"" C.IRON MANHOLE",LOCAL STOCK,5,1,0.0083,0.09,1,1,1
MAKITA 30CC GREASE - L&L,MAKITA 30CC GREASE,LOCAL STOCK,5,2,0.0167,0.13,1,1,1
MAKITA CUTTING WHEEL 355 X 3.0 X 25.4MM A36T,"MAKITA 14"" CUTTING DISC",LOCAL STOCK,5,1,0.0083,0.09,1,1,1
60RI100A/G,100L TRASHBIN GRN,LOCAL STOCK,5,1,0.0083,0.09,1,1,1
60RI030B,30L DUSTBIN -GREY,LOCAL STOCK,5,2,0.0167,0.13,1,1,1
MAKITA DRILL BIT BTD142,MAKITA DRILL BIT D-31516,LOCAL STOCK,5,1,0.0083,0.09,1,1,1
MAKITA M3700B TRIMMER 6MM,M3700B TRIMMER 6MM,LOCAL STOCK,5,1,0.0083,0.09,1,1,1
60RB030,30L DUSTBIN,LOCAL STOCK,5,2,0.0167,0.13,1,1,1
60MM KHHS,60MM HSS HOLE SAW,LOCAL STOCK,5,1,0.0083,0.09,1,1,1
ZMT500/FM35,"KITCHEN DRAIN MAT 3'x5""",LOCAL STOCK,5,2,0.0167,0.18,1,1,1
6060400600001/0298,DL85200 CALL BELL,LOCAL STOCK,5,1,0.0083,0.09,1,1,1
60516,18 STEP EXTEN LADDER,LOCAL STOCK,5,1,0.0083,0.09,1,1,1
600G AXE W/FIBER HDL D6131P,D6131P 600G AXE W/FIBER HDL,LOCAL STOCK,5,1,0.0083,0.09,1,1,1
MASKING TAPE 140MMX9M,MASKING TAPE 140MMX9M,LOCAL STOCK,5,2,0.0167,0.18,1,1,1
60095321,9532-1 32L MOP BUCKET W/WRINGER,LOCAL STOCK,5,1,0.0083,0.09,1,1,1
6008300,8300 SCOURING SCRUBS (S),LOCAL STOCK,5,1,0.0083,0.09,1,1,1
60081202,8120-2 12G BUCKET W/LID,LOCAL STOCK,5,2,0.0167,0.13,1,1,1
MAXELL LR41,MAXELL BATTERY LR41 (192),LOCAL STOCK,5,2,0.0167,0.13,1,1,1
6007040,7040 4G STEP-ON ROUND TRASH BIN,LOCAL STOCK,5,1,0.0083,0.09,1,1,1
6000941K,941 FARMING PLASTIC RAKE,LOCAL STOCK,5,1,0.0083,0.09,1,1,1
6000931K,931 XXL PLASTIC RAKE,LOCAL STOCK,5,2,0.0167,0.18,1,1,1
MBE120,120# BL FLAP DISC,LOCAL STOCK,5,1,0.0083,0.09,1,1,1
6000920K,920 4' WOOD HDL RAKE,LOCAL STOCK,5,1,0.0083,0.09,1,1,1
"60"" DK S/STEEL RULER","60"" DK S/S RULER",LOCAL STOCK,5,1,0.0083,0.09,1,1,1
MC-B,"MOUSE CASE 11"" X 6""",LOCAL STOCK,5,1,0.0083,0.09,1,1,1
MCHWALLMPIPECLAMP0020,7.3 x 20MM PIPE SHOOT NAIL,LOCAL STOCK,5,2,0.0167,0.18,1,1,1
MDBW006-A,14MMX280XX SDS B.CHISEL-P,LOCAL STOCK,5,1,0.0083,0.09,1,1,1
MDBW006-B,14MMx280MM SDS B.CHISEL-F,LOCAL STOCK,5,1,0.0083,0.09,1,1,1
6.62E+12,3PCS G.I WIRE,LOCAL STOCK,5,1,0.0083,0.09,1,1,1
6.5MM JH JOBBER DRILL,6.5MM JH JOBBER DRILL,LOCAL STOCK,5,2,0.0167,0.13,1,1,1
6.0MM L-TYPE BALL HEX KEY,6.0MM L-TYPE HEX KEY,LOCAL STOCK,5,1,0.0083,0.09,1,1,1
6' CANVAS(BLUE/WHITE)(SSS),6' CANVAS(BL/WH)(SSS),LOCAL STOCK,5,2,0.0167,0.18,1,1,1
"6# X 1/2"" TAPPING SCREW","6# X 1/2"" TAPPING SCREW",LOCAL STOCK,5,1,0.0083,0.09,1,1,1
"6# X 1-3/4"" TAPPING SCREW PACK","6# X 1-3/4"" TAPPING SCREW",LOCAL STOCK,5,1,0.0083,0.09,1,1,1
"6# X 1-1/2"" TAPPING SCREW","6# X 1-1/2"" TAPPING SCREW",LOCAL STOCK,5,1,0.0083,0.09,1,1,1
"6# X 1"" TAPPING SCREW","6# X 1"" TAPPING SCREW",LOCAL STOCK,5,1,0.0083,0.09,1,1,1
"6""18W 4000K GLASS LED DL-R","6""18W 4000K GLASS LED DL-R",LOCAL STOCK,5,1,0.0083,0.09,1,1,1
"6"" X 1/4"" IRWIN SLOTTED","6""X1/4"" IRWIN SCREWDRIVER SLOTTED",LOCAL STOCK,5,1,0.0083,0.09,1,1,1
"6"" TYPE E BRACKET (ZINC)","6"" TYPE E BRACKET",LOCAL STOCK,5,1,0.0083,0.09,1,1,1
"6"" TRIANGLE RULER","6"" TRIANGLE RULER",LOCAL STOCK,5,2,0.0167,0.13,1,1,1
"6"" SHELL CABLE CUTTER","6"" SHELL CABLE CUTTER",LOCAL STOCK,5,1,0.0083,0.09,1,1,1
"6"" S/STEEL H/D BOLT LATCH","6"" S/S HD BOLT LATCH",LOCAL STOCK,5,2,0.0167,0.13,1,1,1
"6"" DOCKER LONG NOSE PLIER","6"" DOCKER LONG NOSE PLIER",LOCAL STOCK,5,2,0.0167,0.13,1,1,1
"6"" DOCKER BRASS NOZZLE","6"" DOCKER BRASS NOZZLE",LOCAL STOCK,5,2,0.0167,0.13,1,1,1
"6"" ADJUSTABLE HOLE SAW","6"" ADJUSTABLE HOLE SAW",LOCAL STOCK,5,2,0.0167,0.13,1,1,1
MHS-1 FAUCET FILTER,MHS-1 FAUCET WATER FILTER,LOCAL STOCK,5,2,0.0167,0.13,1,1,1
MHS-2 FAUCET FILTER REPLACEMENT,MHS-2 FAUCET FILTER REPLACEMENT,LOCAL STOCK,5,2,0.0167,0.13,1,1,1
"6"" (160MM) UPVC TEE","6"" UPVC TEE",LOCAL STOCK,5,2,0.0167,0.18,1,1,1
6 X 9 BOSCO B/O CANVAS,CANVAS BL/ORG 6' X 9',LOCAL STOCK,5,2,0.0167,0.13,1,1,1
MILD STEEL ANGLE 2.8MMX25MMX25,"METAL L-ANGLE 2.8MMX1""X1""X6M",LOCAL STOCK,5,1,0.0083,0.09,1,1,1
6 X 6 BOSCO B/O CANVAS,CANVAS BL/ORG 6' X 6',LOCAL STOCK,5,1,0.0083,0.09,1,1,1
5W/E14/L/STK/G2/CIE/DL,5W E14 LED STICK 6500K,LOCAL STOCK,5,1,0.0083,0.09,1,1,1
5MMX180MM BERRYLION 6PC SET,5MMX180MM BERRYLION 6PC SET,LOCAL STOCK,5,2,0.0167,0.13,1,1,1
5MM PP ROPE,5MM PP ROPE,LOCAL STOCK,5,2,0.0167,0.13,1,1,1
5MM PE ROPE (GREEN),5MM PE ROPE (GRN),LOCAL STOCK,5,2,0.0167,0.18,1,1,1
5MM JH JOBBER DRILL,5MM JH JOBBER DRILL,LOCAL STOCK,5,1,0.0083,0.09,1,1,1
5L PLATONE HIGH GLOSS 8102 MAT,5L PLATONE HIGH GLOSS 8102 MATT WHITE,LOCAL STOCK,5,2,0.0167,0.13,1,1,1
55# SAMURAI,SAMURAI SPRAY 55#,LOCAL STOCK,5,1,0.0083,0.09,1,1,1
54MM X 2PC FIESTO HOLE SAW,54MM X 2PC HOLE SAW,LOCAL STOCK,5,2,0.0167,0.13,1,1,1
MKX-LUB-GREASE-400G,MARK-X 400G M/P GREASE,LOCAL STOCK,5,1,0.0083,0.09,1,1,1
5422,BC16 LOCKING B.BALL COCK,LOCAL STOCK,5,1,0.0083,0.09,1,1,1
54-CS118,17x280x50MM FLAT CHISEL W/SHANK,LOCAL STOCK,5,1,0.0083,0.09,1,1,1
530ML SOFT99 META CLEAN,530ML SOFT99 META CLEAN,LOCAL STOCK,5,1,0.0083,0.09,1,1,1
52# SAMURAI METALLIC,SAMURAI SPRAY PAINT 52#,LOCAL STOCK,5,2,0.0167,0.13,1,1,1
51-24,"BAHCO 24"" BOW SAW BLADE",LOCAL STOCK,5,1,0.0083,0.09,1,1,1
50MMX5M-ANTISLIP TAPE,50MM X 5M ANTI-SLIP TAPE BLK/YLW,LOCAL STOCK,5,1,0.0083,0.09,1,1,1
50MM SLOCK BRASS PIN PADLOCK - SP 50,50MM SLOCK B.PADLOCK,LOCAL STOCK,5,1,0.0083,0.09,1,1,1
MOULD REMOVER 250ML,MOULD REMOVER 250ML,LOCAL STOCK,5,1,0.0083,0.09,1,1,1
MQHJ,NASCO GAS HOSE CLIPS,LOCAL STOCK,5,2,0.0167,0.18,1,1,1
MRA02,PVC STOP VALVE RA M601B,LOCAL STOCK,5,2,0.0167,0.13,1,1,1
MRX0003-3,35MM M/TAP CARTRIDGE,LOCAL STOCK,5,2,0.0167,0.13,1,1,1
50MM KNIGHT TCT H/S F CONCRETE,50MM TCT CONCRETE H.SAW,LOCAL STOCK,5,1,0.0083,0.09,1,1,1
50M MEASURE ROLLING TAPE,50M MEASURE ROLLING TAPE,LOCAL STOCK,5,1,0.0083,0.09,1,1,1
MRX1208B-R,"8"" S/S SHOWER HEAD BLK-R",LOCAL STOCK,5,2,0.0167,0.13,1,1,1
MRX1408B-S,"8"" S/S SHOWER HEAD BLK-SQ",LOCAL STOCK,5,2,0.0167,0.13,1,1,1
50M HANDLE MEASURE TAPE,50M HANDLE MEASURE TAPE,LOCAL STOCK,5,1,0.0083,0.09,1,1,1
5080101700007/5080101700011,SF400# 10KG E/KITCHEN SCALE,LOCAL STOCK,5,1,0.0083,0.09,1,1,1
MSR5P,KCD102 ON-OFF SWITCH,LOCAL STOCK,5,1,0.0083,0.09,1,1,1
MST017-A,11MM x 1.1M FOAM TAPE,LOCAL STOCK,5,1,0.0083,0.09,1,1,1
MSVC-15L MOSTAZ,MSVC-15L VACUUM CLEANER,LOCAL STOCK,5,1,0.0083,0.09,1,1,1
500GM V-TECH WOOD & PARQUET ADHENSIVE,VT760 WOOD & PARQUET GLUE 500GM,LOCAL STOCK,5,2,0.0167,0.13,1,1,1
MT1018V,"MT1018V 10"" C.MITER SAW",LOCAL STOCK,5,1,0.0083,0.09,1,1,1
MT2000x12ST MITCO DRAIN PIPE,MT2000 DRAIN PIPE SET,LOCAL STOCK,5,1,0.0083,0.09,1,1,1
500G CHIPPING HAMMER,500G CHIPPING HAMMER,LOCAL STOCK,5,2,0.0167,0.13,1,1,1
500AMP KNIGHT H/DUTY ELECTRODE HOLDER,500AMP H/DUTY ELECTRODE HOLDER,LOCAL STOCK,5,1,0.0083,0.09,1,1,1
MTS4GS,S8314 4G/2M MULTI T/SKT,LOCAL STOCK,5,2,0.0167,0.13,1,1,1
MWP008-A,"4"" S/STEEL WALL CAP",LOCAL STOCK,5,2,0.0167,0.13,1,1,1
N-4400,NIKO INNER TUBE,LOCAL STOCK,5,1,0.0083,0.09,1,1,1
5005 BLK/YELLOW REFLECTIVE TAPE 50MMX5M,"2""X5M BLK/YLW  REFLEC/TAPE",LOCAL STOCK,5,1,0.0083,0.09,1,1,1
50-SG212,12MM DIAMOND HOLE SAW,LOCAL STOCK,5,1,0.0083,0.09,1,1,1
50# SAMURAI METALLIC,SAMURAI SPRAY PAINT 50#,LOCAL STOCK,5,1,0.0083,0.09,1,1,1
NEOVIN SPC- AUTO50 PUMP,SPC-AUTO50 WATER PUMP,LOCAL STOCK,5,1,0.0083,0.09,1,1,1
50 X 3.0MM,50x3MM ACE STEEL NAILS,LOCAL STOCK,5,1,0.0083,0.09,1,1,1
NEW-SPRING-02,SPRING TOGGLE (BUTTERFLY),LOCAL STOCK,5,1,0.0083,0.09,1,1,1
"5/8"" SCREW HOOK - GOLD COLOR","5/8"" GOLD SCREW HOOK",LOCAL STOCK,5,1,0.0083,0.09,1,1,1
NICORA DIAMOND CLEAR 5500 1L,NICORA 5500 CLEAR 1L,LOCAL STOCK,5,2,0.0167,0.13,1,1,1
NICORA DIAMOND CLEAR 5500 5L,DIAMOND CLEAR 5500 5L,LOCAL STOCK,5,1,0.0083,0.09,1,1,1
"5/8"" FIRMER CHISEL","5/8"" H.FIRMER CHISEL",LOCAL STOCK,5,2,0.0167,0.13,1,1,1
NICORA S-32,NICORA S-32 RED.BRONZE,LOCAL STOCK,5,1,0.0083,0.09,1,1,1
NISO WHITE GLUE 50G,NISO WHITE GLUE 50G,LOCAL STOCK,5,1,0.0083,0.09,1,1,1
"5/16"" X 5"" U-BOLT","5/16"" X 5"" U-BOLT",LOCAL STOCK,5,2,0.0167,0.18,1,1,1
"5/16"" X 1 1/2"" U-BOLT","5/16"" X 1 1/2"" U-BOLT",LOCAL STOCK,5,1,0.0083,0.09,1,1,1
"5/16"" KNIGHT SDS AUGER BIT","5/16"" SDS AUGER BIT",LOCAL STOCK,5,1,0.0083,0.09,1,1,1
"5/16"" KNIGHT COMBINATION AUGER","5/16"" COMBINATION AUGER/B",LOCAL STOCK,5,2,0.0167,0.13,1,1,1
"5/16"" ( M8 )","5/16"" BLACK STEEL SPRING WASHER",LOCAL STOCK,5,2,0.0167,0.13,1,1,1
5.5X110MM KSDB,5.5 X 110MM SDS D/BIT,LOCAL STOCK,5,1,0.0083,0.09,1,1,1
5.5MM KM-FDB,5.5MM M/FUNC DRILL BIT,LOCAL STOCK,5,2,0.0167,0.13,1,1,1
5.0MM M-PURPOSE DRILL BIT,5.0MM M-PURPOSE DRILL BIT,LOCAL STOCK,5,2,0.0167,0.13,1,1,1
NOZZLE CLEANER,NOZZLE CLEANER,LOCAL STOCK,5,1,0.0083,0.09,1,1,1
5.02E+12,006-4# SAFETY PIN,LOCAL STOCK,5,1,0.0083,0.09,1,1,1
"5"" TWO WAY BLK LATCH","5"" 2WAY BLK LATCH (L&R)",LOCAL STOCK,5,1,0.0083,0.09,1,1,1
5 TON X 4 MTR ARMSTRONG WEBBIN,WEBBING SLING 5TON X 4M,LOCAL STOCK,5,1,0.0083,0.09,1,1,1
5 TON X 3 MTR ARMSTRONG WEBBIN,WEBBING SLING 5TON X 3M,LOCAL STOCK,5,2,0.0167,0.18,1,1,1
NX0137,WOODEN EXPANSION W PLUG 6X40MM,LOCAL STOCK,5,1,0.0083,0.09,1,1,1
NX0150,TAPE MEASURE 150CM,LOCAL STOCK,5,1,0.0083,0.09,1,1,1
NX0205,METAL BACKPACKING BUCKLE 80MM,LOCAL STOCK,5,1,0.0083,0.09,1,1,1
4PCS PVC SCRAPER SET,4PCS PVC SCRAPER SET,LOCAL STOCK,5,1,0.0083,0.09,1,1,1
NX0251,FASTENER LOCKNUT 6MM,LOCAL STOCK,5,2,0.0167,0.18,1,1,1
NX0254,FASTENER LOCKNUT 12MM,LOCAL STOCK,5,1,0.0083,0.09,1,1,1
NX0255,EVA SQ FELT PAD 20MM 25'S,LOCAL STOCK,5,1,0.0083,0.09,1,1,1
NX0257,EVA SQ FELT PAD 30MM 12'S,LOCAL STOCK,5,1,0.0083,0.09,1,1,1
4PCS IMPACT DRIVER BIT SET,36MMx4PC IMPACT DRIVER BIT,LOCAL STOCK,5,1,0.0083,0.09,1,1,1
NX0265,CUSHIONS SQ FELT PAD 20MM 20'S,LOCAL STOCK,5,2,0.0167,0.13,1,1,1
NX0267,CUSHIONS SQ FELT PAD 30MM 12'S,LOCAL STOCK,5,1,0.0083,0.09,1,1,1
"(523) 3/4"" B.SPRING CHECK VALV","3/4"" B.SPRING CHECK VALVE",LOCAL STOCK,5,1,0.0083,0.09,1,1,1
NX0272,CUSHIONS R.FELT PAD 30MM 12'S,LOCAL STOCK,5,2,0.0167,0.13,1,1,1
NX0278,3M DOU SIDE ADHESIVE 24X20MM,LOCAL STOCK,5,1,0.0083,0.09,1,1,1
NX0291,46MM SAFETY PINS 18PCS,LOCAL STOCK,5,1,0.0083,0.09,1,1,1
NX0297,FASTENING TAPE 2.0X25CM(BLK),LOCAL STOCK,5,1,0.0083,0.09,1,1,1
NX0313,SEWING NEEDLE 3.0-4.3CM,LOCAL STOCK,5,1,0.0083,0.09,1,1,1
NX0317,SCISSORS 10.5CM,LOCAL STOCK,5,1,0.0083,0.09,1,1,1
NX0371,LOOSE-LEAF BOOK RING 3.0X38MM,LOCAL STOCK,5,2,0.0167,0.18,1,1,1
NX0380,PVC COLOR WHISTLE 2'S,LOCAL STOCK,5,2,0.0167,0.13,1,1,1
NX0384,MINI BOX CUTTER 55MM,LOCAL STOCK,5,1,0.0083,0.09,1,1,1
NX0407,KEY TAG 3.5X1.6CM,LOCAL STOCK,5,1,0.0083,0.09,1,1,1
NX0413,NX4013 KEY CHAIN 50MM,LOCAL STOCK,5,1,0.0083,0.09,1,1,1
NX0416,METAL KEY RING 1.5X25MM,LOCAL STOCK,5,1,0.0083,0.09,1,1,1
4ME4,"1/4"" MALE ELBOW",LOCAL STOCK,5,1,0.0083,0.16,1,1,1
4LT UFIXX DEGREASER,4LT DEGREASER,LOCAL STOCK,5,1,0.0083,0.09,1,1,1
4KG NISSAN 928 PUTTY RED/GREY,4KG 928 PUTTY RED/GRY,LOCAL STOCK,5,1,0.0083,0.09,1,1,1
4FC4,"1/4"" X 1/4"" FEMALE CONNERTOR",LOCAL STOCK,5,2,0.0167,0.13,1,1,1
49022(658517),5.5X38MM SELF DRILLING SCREW,LOCAL STOCK,5,1,0.0083,0.09,1,1,1
49019(658450),4.2X38MM BLK DRYWALL SCREW,LOCAL STOCK,5,1,0.0083,0.09,1,1,1
49016(658277),10MM SPRING WASHER,LOCAL STOCK,5,1,0.0083,0.09,1,1,1
49014(658267)B.RINO,M8X40MM+M8 HEXAGON BOLT,LOCAL STOCK,5,1,0.0083,0.09,1,1,1
49014(658266)B.RINO,M8X30MM+M8 HEXAGON BOLT,LOCAL STOCK,5,2,0.0167,0.13,1,1,1
0 600 8A7 AL0/UNIVERSALA,125 H/PRESSURE CLEANER,LOCAL STOCK,5,1,0.0083,0.09,1,1,1
O01-PM-BLACK,OREX P/MAKER - BLACK,LOCAL STOCK,5,1,0.0083,0.09,1,1,1
O01-PM-BLUE,OREX P/MAKER - BLUE,LOCAL STOCK,5,2,0.0167,0.13,1,1,1
49014(658263)B.RINO,M6X40MM+M6 HEXAGON BOLT,LOCAL STOCK,5,1,0.0083,0.09,1,1,1
49002(658412),M6X30 ROOFING BOLT & NUT,LOCAL STOCK,5,2,0.0167,0.13,1,1,1
O01-PM-PINK,OREX P/MARKER - PINK,LOCAL STOCK,5,1,0.0083,0.09,1,1,1
O6491BK,O6491BK TOILET LEVEL LOCK,LOCAL STOCK,5,2,0.0167,0.18,1,1,1
O9807BM,9807MB SQ TUBULAR LOCK,LOCAL STOCK,5,1,0.0083,0.09,1,1,1
"OBAPROOF 3/4"" AGGREGATE 3KG","OBAPROOF 3/4"" AGGREGATE 3KG",LOCAL STOCK,5,2,0.0167,0.18,1,1,1
OBAPROOF SILICA SAND FINE (50-100) 3KG,SILICA SAND FINE (50-100) 3KG,LOCAL STOCK,5,1,0.0083,0.09,1,1,1
OBAPROOF SILICA SAND MEDIA(30-60) 3KG,SILICA SAND MEDIA(30-60) 3KG,LOCAL STOCK,5,2,0.0167,0.13,1,1,1
OBAPROOF WHITE CEMENT 2KG,OBAPROOF WHITE CEMENT 2KG,LOCAL STOCK,5,1,0.0083,0.09,1,1,1
49001(658328) B.RINO,35MM HK KEY RING,LOCAL STOCK,5,1,0.0083,0.09,1,1,1
ODB002-B(D),"4"" BRASS ALUM DOOR BOLT",LOCAL STOCK,5,1,0.0083,0.09,1,1,1
ODB002-C,"6"" BRASS ALUM DOOR BOLT",LOCAL STOCK,5,1,0.0083,0.09,1,1,1
49001(658327) B.RINO,30MM HK KEY RING,LOCAL STOCK,5,2,0.0167,0.13,1,1,1
OFW-TM300,"TM300 12"" OIL FILTER WRENCH",LOCAL STOCK,5,1,0.0083,0.09,1,1,1
48-00-1301,"1301 PRUNING SAWZALL BLADE 9""",LOCAL STOCK,5,1,0.0083,0.09,1,1,1
466X5L5170WASE,5L ACRYLIC 5170 SEALER,LOCAL STOCK,5,1,0.0083,0.09,1,1,1
OM-968R,968R S/S HAND SHOWER-R,LOCAL STOCK,5,2,0.0167,0.13,1,1,1
OMECA 2WTF-302,302 2WAY FLEX WALL S/TAP,LOCAL STOCK,5,1,0.0083,0.09,1,1,1
OMECA BT-303,BT303 S/S BASIN TAP,LOCAL STOCK,5,1,0.0083,0.09,1,1,1
OMECA BWTF-303 SUS304,303 BIG HEAD FLEX WALL S/TAP,LOCAL STOCK,5,2,0.0167,0.18,1,1,1
456000D08713,D08713 SDSPLUS POINT CHISEL,LOCAL STOCK,5,1,0.0083,0.09,1,1,1
OP-113,"6"" POLISHING JEANS PAD",LOCAL STOCK,5,1,0.0083,0.09,1,1,1
OP-119,FELTON 2 STEP STOOL,LOCAL STOCK,5,1,0.0083,0.09,1,1,1
OPENER,OPENER HOUSING FILTER,LOCAL STOCK,5,1,0.0083,0.16,1,1,1
45# SAMURAI METALLIC,SAMURAI SPRAY 45#,LOCAL STOCK,5,1,0.0083,0.09,1,1,1
4420008,008 BIG MULTI CLIPPER (4PC),LOCAL STOCK,5,1,0.0083,0.09,1,1,1
OTO 966-08,S/S H/D BASIN MIXER TAP,LOCAL STOCK,5,1,0.0083,0.09,1,1,1
P-51,P-51 PROPILOT DOOR CLOSER,LOCAL STOCK,5,1,0.0083,0.09,1,1,1
P-540/1LTR,RUST REMOVER 1L,LOCAL STOCK,5,2,0.0167,0.13,1,1,1
P-5791-M11,PROPILOT CYLINDRICAL LOCK AC,LOCAL STOCK,5,1,0.0083,0.09,1,1,1
44005,5L SM 4400 PAINT,LOCAL STOCK,5,1,0.0083,0.09,1,1,1
P02-ST-13A,"PRESTAR SPARE TUBE 13""X3""",LOCAL STOCK,5,2,0.0167,0.13,1,1,1
P1 LIDY BROOM 400GRM,LIDI BROOM,LOCAL STOCK,5,1,0.0083,0.09,1,1,1
4303GB/9555962800638,4303GB 3X3 SQ TABLE,LOCAL STOCK,5,1,0.0083,0.09,1,1,1
"42""x18"" SINK RACK/WTWS4118PVC","42""x18"" SINK RACK PVC/STD",LOCAL STOCK,5,1,0.0083,0.09,1,1,1
418X5LWH,ECONOMY UNDERCOAT WHT 5L,LOCAL STOCK,5,2,0.0167,0.13,1,1,1
415X5L9103,5L PLATONE GLOSS 9103 BLACK,LOCAL STOCK,5,2,0.0167,0.13,1,1,1
4127#,4127 H/D TOILET S/COVER,LOCAL STOCK,5,1,0.0083,0.09,1,1,1
40MM SLOCK BRASS PIN PADLOCK - SP 40,40MM SLOCK B.PADLOCK,LOCAL STOCK,5,1,0.0083,0.09,1,1,1
40MM PPR SOCKET,40MM PPR SOCKET,LOCAL STOCK,5,0,0,0.26,1,1,1
"PAINT MIXER (100X600MM) SDS,C",SPIRAL SDS PAINT MIXER (R),LOCAL STOCK,5,2,0.0167,0.13,1,1,1
40MM KNIGHT TCT HOLE SAW,40MM K.TCT HOLE SAW,LOCAL STOCK,5,1,0.0083,0.09,1,1,1
PAINT MIXER (600MM)-SDS (BLADE),PAINT MIXER (600MM)-SDS (BLADE),LOCAL STOCK,5,2,0.0167,0.13,1,1,1
4083 FLUTED DOWEL PIN 6X30MM,4083 FLUTED DOWEL PIN 6X30MM,LOCAL STOCK,5,1,0.0083,0.09,1,1,1
4039 TRANS/PUSH PIN 55PCS,4039 TRANS/PUSH PIN 55PCS,LOCAL STOCK,5,1,0.0083,0.09,1,1,1
4029,BR9180 18x100CM BICYCLE LOCK,LOCAL STOCK,5,1,0.0083,0.09,1,1,1
4012,BR9150 15x80CM BICYCLE LOCK,LOCAL STOCK,5,2,0.0167,0.13,1,1,1
"40"" DK S/STEEL RULER","40"" S/STEEL RULER",LOCAL STOCK,5,2,0.0167,0.13,1,1,1
4.99E+12,KEY SHAPE DOOR STOPPER,LOCAL STOCK,5,2,0.0167,0.13,1,1,1
4.8MMX300MM BLK CABLE TIE,4.8x300MM BLK CABLE TIE,LOCAL STOCK,5,1,0.0083,0.09,1,1,1
"PAPAN POLYSTYRENE 1""","PAPAN POLYFOAM 1"" X 4' X 2'",LOCAL STOCK,5,1,0.0083,0.09,1,1,1
"4.5"" DOCKER BRASS NOZZLE","4.5"" BRASS NOZZLE",LOCAL STOCK,5,1,0.0083,0.09,1,1,1
"PAPAN POLYSTYRENE 3""","PAPAN POLYFOAM 3"" X 4' X 2'",LOCAL STOCK,5,1,0.0083,0.09,1,1,1
"PAPAN POLYSTYRENE 4""","PAPAN POLYFOAM 4"" X 4' X 2'",LOCAL STOCK,5,2,0.0167,0.18,1,1,1
"PAPAYA BRACKET 1""","PAPAYA BRACKET 1""",LOCAL STOCK,5,1,0.0083,0.09,1,1,1
4-28MM BERRYLION TUBE CUTTER,4-28MM TUBE CUTTER,LOCAL STOCK,5,1,0.0083,0.09,1,1,1
4' X 80' NETLON NETTING GRN,4' MOSQUITO NET - GRN,LOCAL STOCK,5,2,0.0167,0.18,1,1,1
PASTORAL 1.0MM HSS TWIST DRILL BIT,1.0MM HSS DRILL BIT,LOCAL STOCK,5,1,0.0083,0.09,1,1,1
PASTORAL 10.5MM HSS TWIST DRILL BIT,10.5MM HSS DRILL BIT,LOCAL STOCK,5,2,0.0167,0.13,1,1,1
PASTORAL 11.5MM HSS TWIST DRILL BIT,11.5MM HSS DRILL BIT,LOCAL STOCK,5,1,0.0083,0.09,1,1,1
PASTORAL 12.0MM HSS TWIST DRILL BIT,12.0MM HSS DRILL BIT,LOCAL STOCK,5,2,0.0167,0.13,1,1,1
PASTORAL 12.5MM HSS TWIST DRILL BIT,12.5MM HSS DRILL BIT,LOCAL STOCK,5,2,0.0167,0.13,1,1,1
PASTORAL 13.0MM HSS TWIST DRILL BIT,13.0MM HSS DRILL BIT,LOCAL STOCK,5,2,0.0167,0.13,1,1,1
"4""x6MM HI BOND S/DRIVER(-)","4""x6MM S/DRIVER(-)",LOCAL STOCK,5,1,0.0083,0.09,1,1,1
"4""x20x1.8MM RED DIAMOND/D","4""x20x1.8MM RED DIAMOND/D",LOCAL STOCK,5,2,0.0167,0.13,1,1,1
